id,location_name,location_area,location_state,location_art
8508,Reich,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8509,Rheinböllen,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8510,Riegenroth,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8511,Riesweiler,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8512,Rödelhausen,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8513,Rödern,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8514,Rohrbach,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8515,Roth,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8516,Sankt Goar,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8517,Sargenroth,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8518,Schlierschied,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8519,Schnorbach,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8520,Schönborn,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8521,Schwall,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8522,Schwarzen,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8523,Simmern,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8524,Sohren,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8525,Sohrschied,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8526,Spesenroth,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8527,Steinbach,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8528,Thörlingen,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8529,Tiefenbach,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8530,Todenroth,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8531,Uhler,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8532,Unzenberg,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8533,Urbar,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8534,Utzenhain,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8535,Wahlbach,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8536,Wahlenau,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8537,Wiebelsheim,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8538,Womrath,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8539,Woppenroth,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8540,Würrich,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8541,Wüschheim,Rhein-Hunsrück-Kreis,Rheinland Pfalz,de
8542,Ludwigshafen am Rhein,Kreisfreie Stadt Ludwigshafen am Rhein,Rheinland Pfalz,de
8543,Allendorf,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8544,Altendiez,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8545,Arzbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8546,Attenhausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8547,Auel,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8548,Aull,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8549,Bad Ems,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8550,Balduinstein,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8551,Becheln,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8552,Berg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8553,Berghausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8554,Berndroth,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8555,Bettendorf,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8556,Biebrich,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8557,Birlenbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8558,Bogel,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8559,Bornich,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8560,Braubach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8561,Bremberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8562,Buch,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8563,Burgschwalbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8564,Charlottenberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8565,Cramberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8566,Dachsenhausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8567,Dahlheim,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8568,Dausenau,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8569,Dessighofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8570,Dienethal,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8571,Diethardt,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8572,Diez,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8573,Dörnberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8574,Dörscheid,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8575,Dörsdorf,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8576,Dornholzhausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8577,Ebertshausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8578,Ehr,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8579,Eisighofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8580,Endlichhofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8581,Eppenrod,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8582,Ergeshausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8583,Eschbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8584,Fachbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8585,Filsen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8586,Flacht,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8587,Frücht,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8588,Geilnau,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8589,Geisig,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8590,Gemmerich,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8591,Gückingen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8592,Gutenacker,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8593,Hahnstätten,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8594,Hainau,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8595,Hambach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8596,Heistenbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8597,Herold,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8598,Himmighofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8599,Hirschberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8600,Hömberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8601,Holzappel,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8602,Holzhausen an der Haide,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8603,Holzheim,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8604,Horhausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8605,Hunzel,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8606,Isselbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8607,Kaltenholzhausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8608,Kamp-Bornhofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8609,Kasdorf,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8610,Katzenelnbogen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8611,Kaub,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8612,Kehlbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8613,Kemmenau,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8614,Kestert,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8615,Klingelbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8616,Kördorf,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8617,Lahnstein,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8618,Langenscheid,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8619,Laurenburg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8620,Lautert,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8621,Lierschied,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8622,Lipporn,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8623,Lohrheim,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8624,Lollschied,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8625,Lykershausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8626,Marienfels,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8627,Miehlen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8628,Miellen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8629,Misselberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8630,Mittelfischbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8631,Mudershausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8632,Nassau,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8633,Nastätten,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8634,Netzbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8635,Niederbachheim,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8636,Niederneisen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8637,Niedertiefenbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8638,Niederwallmenach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8639,Nievern,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8640,Nochern,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8641,Oberbachheim,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8642,Oberfischbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8643,Oberneisen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8644,Obernhof,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8645,Obertiefenbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8646,Oberwallmenach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8647,Oberwies,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8648,Oelsberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8649,Osterspai,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8650,Patersberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8651,Pohl,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8652,Prath,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8653,Reckenroth,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8654,Reichenberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8655,Reitzenhain,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8656,Rettershain,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8657,Rettert,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8658,Roth,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8659,Ruppertshofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8660,Sankt Goarshausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8661,Sauerthal,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8662,Scheidt,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8663,Schiesheim,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8664,Schönborn,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8665,Schweighausen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8666,Seelbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8667,Singhofen,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8668,Steinsberg,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8669,Strüth,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8670,Sulzbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8671,Wasenbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8672,Weidenbach,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8673,Weinähr,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8674,Weisel,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8675,Welterod,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8676,Weyer,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8677,Winden,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8678,Winterwerb,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8679,Zimmerschied,Rhein-Lahn-Kreis,Rheinland Pfalz,de
8680,Mainz,Kreisfreie Stadt Mainz,Rheinland Pfalz,de
8681,Albersweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8682,Altdorf,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8683,Annweiler am Trifels,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8684,Bad Bergzabern,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8685,Barbelroth,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8686,Billigheim-Ingenheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8687,Birkenhördt,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8688,Birkweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8689,Böbingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8690,Böchingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8691,Böllenborn,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8692,Bornheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8693,Burrweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8694,Dernbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8695,Dierbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8696,Dörrenbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8697,Edenkoben,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8698,Edesheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8699,Eschbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8700,Essingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8701,Eußerthal,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8702,Flemlingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8703,Frankweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8704,Freimersheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8705,Gleisweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8706,Gleiszellen-Gleishorbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8707,Göcklingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8708,Gommersheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8709,Gossersweiler-Stein,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8710,Großfischlingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8711,Hainfeld,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8712,Hergersweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8713,Herxheim bei Landau/Pfalz,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8714,Herxheimweyher,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8715,Heuchelheim-Klingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8716,Hochstadt,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8717,Ilbesheim bei Landau in der Pfalz,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8718,Impflingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8719,Insheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8720,Kapellen-Drusweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8721,Kapsweyer,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8722,Kirrweiler (Pfalz),Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8723,Kleinfischlingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8724,Klingenmünster,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8725,Knöringen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8726,Leinsweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8727,Maikammer,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8728,Münchweiler am Klingbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8729,Niederhorbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8730,Niederotterbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8731,Oberhausen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8732,Oberotterbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8733,Oberschlettenbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8734,Offenbach an der Queich,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8735,Pleisweiler-Oberhofen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8736,Ramberg,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8737,Ranschbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8738,Rhodt unter Rietburg,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8739,Rinnthal,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8740,Rohrbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8741,Roschbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8742,Sankt Martin,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8743,Schweigen-Rechtenbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8744,Schweighofen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8745,Siebeldingen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8746,Silz,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8747,Steinfeld,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8748,Venningen,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8749,Völkersweiler,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8750,Vorderweidenthal,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8751,Waldhambach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8752,Waldrohrbach,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8753,Walsheim,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8754,Wernersberg,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8755,Weyher in der Pfalz,Landkreis Südliche Weinstraße,Rheinland Pfalz,de
8756,Althornbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8757,Battweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8758,Bechhofen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8759,Biedershausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8760,Bobenthal,Landkreis Südwestpfalz,Rheinland Pfalz,de
8761,Bottenbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8762,Bruchweiler-Bärenbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8763,Bundenthal,Landkreis Südwestpfalz,Rheinland Pfalz,de
8764,Busenberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8765,Clausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8766,Contwig,Landkreis Südwestpfalz,Rheinland Pfalz,de
8767,Dahn,Landkreis Südwestpfalz,Rheinland Pfalz,de
8768,Darstein,Landkreis Südwestpfalz,Rheinland Pfalz,de
8769,Dellfeld,Landkreis Südwestpfalz,Rheinland Pfalz,de
8770,Dietrichingen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8771,Dimbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8772,Donsieders,Landkreis Südwestpfalz,Rheinland Pfalz,de
8773,Eppenbrunn,Landkreis Südwestpfalz,Rheinland Pfalz,de
8774,Erfweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8775,Erlenbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8776,Fischbach bei Dahn,Landkreis Südwestpfalz,Rheinland Pfalz,de
8777,Geiselberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8778,Großbundenbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8779,Großsteinhausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8780,Hauenstein,Landkreis Südwestpfalz,Rheinland Pfalz,de
8781,Heltersberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8782,Hermersberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8783,Herschberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8784,Hettenhausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8785,Hilst,Landkreis Südwestpfalz,Rheinland Pfalz,de
8786,Hinterweidenthal,Landkreis Südwestpfalz,Rheinland Pfalz,de
8787,Hirschthal,Landkreis Südwestpfalz,Rheinland Pfalz,de
8788,Höheinöd,Landkreis Südwestpfalz,Rheinland Pfalz,de
8789,Höheischweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8790,Höhfröschen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8791,Horbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8792,Hornbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8793,Käshofen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8794,Kleinbundenbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8795,Kleinsteinhausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8796,Knopp-Labach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8797,Krähenberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8798,Kröppen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8799,Leimen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8800,Lemberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8801,Ludwigswinkel,Landkreis Südwestpfalz,Rheinland Pfalz,de
8802,Lug,Landkreis Südwestpfalz,Rheinland Pfalz,de
8803,Maßweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8804,Mauschbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8805,Merzalben,Landkreis Südwestpfalz,Rheinland Pfalz,de
8806,Münchweiler an der Rodalb,Landkreis Südwestpfalz,Rheinland Pfalz,de
8807,Niederschlettenbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8808,Nothweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8809,Nünschweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8810,Obernheim-Kirchenarnbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8811,Obersimten,Landkreis Südwestpfalz,Rheinland Pfalz,de
8812,Petersberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8813,Reifenberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8814,Riedelberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8815,Rieschweiler-Mühlbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8816,Rodalben,Landkreis Südwestpfalz,Rheinland Pfalz,de
8817,Rosenkopf,Landkreis Südwestpfalz,Rheinland Pfalz,de
8818,Rumbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8819,Ruppertsweiler,Landkreis Südwestpfalz,Rheinland Pfalz,de
8820,Saalstadt,Landkreis Südwestpfalz,Rheinland Pfalz,de
8821,Schauerberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8822,Schindhard,Landkreis Südwestpfalz,Rheinland Pfalz,de
8823,Schmalenberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8824,Schmitshausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8825,Schönau,Landkreis Südwestpfalz,Rheinland Pfalz,de
8826,Schwanheim,Landkreis Südwestpfalz,Rheinland Pfalz,de
8827,Schweix,Landkreis Südwestpfalz,Rheinland Pfalz,de
8828,Spirkelbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8829,Steinalben,Landkreis Südwestpfalz,Rheinland Pfalz,de
8830,Thaleischweiler-Fröschen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8831,Trulben,Landkreis Südwestpfalz,Rheinland Pfalz,de
8832,Vinningen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8833,Waldfischbach-Burgalben,Landkreis Südwestpfalz,Rheinland Pfalz,de
8834,Wallhalben,Landkreis Südwestpfalz,Rheinland Pfalz,de
8835,Walshausen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8836,Weselberg,Landkreis Südwestpfalz,Rheinland Pfalz,de
8837,Wiesbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8838,Wilgartswiesen,Landkreis Südwestpfalz,Rheinland Pfalz,de
8839,Winterbach,Landkreis Südwestpfalz,Rheinland Pfalz,de
8840,Aach,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8841,Ayl,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8842,Baldringen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8843,Bekond,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8844,Bescheid,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8845,Beuren (Hochwald),Landkreis Trier-Saarburg,Rheinland Pfalz,de
8846,Bonerath,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8847,Damflos,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8848,Detzem,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8849,Ensch,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8850,Farschweiler,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8851,Fell,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8852,Fisch,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8853,Föhren,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8854,Franzenheim,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8855,Freudenburg,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8856,Geisfeld,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8857,Greimerath,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8858,Grimburg,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8859,Gusenburg,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8860,Gusterath,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8861,Gutweiler,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8862,Heddert,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8863,Hentern,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8864,Herl,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8865,Hermeskeil,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8866,Hinzenburg,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8867,Hinzert-Pölert,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8868,Hockweiler,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8869,Holzerath,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8870,Igel,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8871,Irsch,Landkreis Trier-Saarburg,Rheinland Pfalz,de
